,objectid,muni_id,muni,zo_code,zo_name,zo_usety,zo_abbr,zo_usede,mf_notes,mulfam2,mulfam3_4,mulfam5_19,mulfam20_,minlotsize,mnls_ove,mnls_oven,mnls_calc,mnls_eff,mnls_notes,pctlotcov,plc_spec,plc_ove,plc_oven,plc_calc,plc_eff,plc_notes,plc_esval,lapdu,lapdu_note,lapdu_spec,maxflrs,mxfl_spec,mxfl_calc,mxfl_eff,mxfl_esval,maxheight,mxht_spec,mxht_calc,mxht_eff,mxht_notes,maxdu,mxdu_spec,mxdu_ove,mxdu_oven,mxdu_calc1,sfpdu,mxdu_calc2,mxdu_calc3,mxdu_eff,mxdu_notes,mxdu_esval,dupac,dupac_spec,dupac_ove,dupac_oven,dupac_calc1,dupac_calc2,dupac_calc3,dupac_eff,dupac_notes,dupac_esval,far,far_spec,far_ove,far_oven,far_calc,far_eff,far_esval,far_notes,far_ques,createdby,createddate,editedby,mxht_esval,mnls_esval,mnls_spec,spatialrec
1280,1615,262,Saugus,262I-1,"Industrial, light",2,I-1,"retail, professional office, restaurants",NA,0,0,0,0,20000,NA,NA,NA,20000,NA,1,NA,NA,NA,1,1,NA,0,NA,9.99,0,3,NA,4,3,0,40,NA,30,40,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,3,NA,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 5:15pm,0,0,NA,1/1/99
1281,1622,26,Belmont,26McRDSD,McLean R&D Subdistrict,2,McRDSD,"Comercial uses, parking structures",NA,0,0,0,0,NA,0,NA,NA,0,NA,0,NA,NA,NA,1,0,NA,0,NA,9.99,0,4,NA,6,4,0,67,NA,40,67,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,"FAR_NOTES:
FAR_XCEPT:",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 5:15pm,0,NA,999,12/1/12
1282,1616,262,Saugus,262R-2,Residential B,1,R-2,single family,NA,1,1,1,1,20000,NA,NA,20000,20000,NA,NA,0,NA,NA,1,1,NA,1,20000,NA,NA,3,NA,3,3,0,35,NA,30,35,"MXFL_NOTES: 
MX_HT_NOTES: ",1,999,NA,NA,1,1000,NA,NA,1,NA,0,NA,NA,NA,NA,3,NA,2,3,NA,1,NA,999,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 4:11pm,0,0,NA,1/1/99
1283,1617,266,Sharon,266BB,Business District B,3,BB,"Business, Single or 2ÊFamily Residence",NA,2,2,2,2,10000,NA,NA,NA,10000,NA,0,NA,NA,NA,1,0,NA,0,5000,NA,NA,NA,0,4,4,1,40,NA,NA,40,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,2,1000,NA,NA,2,NA,1,5,NA,NA,NA,9,NA,8,5,NA,0,NA,999,NA,NA,NA,NA,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 10:18am,0,0,NA,5/1/13
1284,1618,266,Sharon,266BC,Business District C,2,BC,"Business, Single or 2ÊFamily Residence",NA,2,2,2,2,10000,NA,NA,NA,10000,NA,1,NA,NA,NA,1,1,NA,0,NA,0,0,3.5,NA,4,3.5,0,40,NA,35,40,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,3.5,NA,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 5:15pm,0,0,NA,5/1/13
1285,1636,26,Belmont,26McSLSD,McLean Senior Living Subdistrict,1,McSLSD,NA,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,1,NA,1,NA,9.99,999,NA,0,5,5,1,58,NA,NA,58,"MXFL_NOTES: 
MX_HT_NOTES: ",1,999,1,NA,NA,1000,NA,NA,1,NA,1,NA,999,100,NA,NA,NA,NA,100,NA,1,NA,0,NA,NA,5,NA,NA,"FAR_NOTES:
FAR_XCEPT:",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 4:08pm,0,NA,999,12/1/12
1286,1620,262,Saugus,262R-3,"Residential General, Two Family",1,R-3,two family,NA,2,1,1,1,10000,NA,NA,20000,10000,NA,NA,0,NA,NA,1,1,NA,1,10000,NA,NA,3,NA,3,3,0,35,NA,30,35,"MXFL_NOTES: 
MX_HT_NOTES: ",2,NA,NA,NA,1,1000,NA,NA,2,NA,0,NA,NA,NA,NA,9,NA,8,9,NA,1,NA,999,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 11:54am,0,0,NA,1/1/99
1287,1621,264,Scituate,264GB,General Business,3,GB,"retail, restaurants, professional office",NA,2,2,2,2,10000,NA,NA,NA,10000,NA,NA,0,NA,NA,1,1,NA,1,20000,NA,NA,3,NA,4,3,0,40,NA,30,40,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,0,1000,NA,NA,0,NA,NA,13,NA,NA,NA,NA,NA,NA,13,NA,0,NA,NA,2.13,NA,3,2.13,1,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/2/2020 1:56pm,0,0,NA,8/1/13
1288,1623,264,Scituate,264R1,Residence A-1,1,R1,two family,NA,2,1,1,1,40000,NA,NA,NA,40000,NA,NA,0,NA,NA,1,1,NA,1,NA,NA,999,3,NA,3,3,0,35,NA,30,35,"MXFL_NOTES: 
MX_HT_NOTES: ",2,NA,NA,NA,NA,1000,NA,NA,2,NA,0,NA,NA,NA,NA,3,NA,2,3,NA,1,NA,NA,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/2/2020 1:56pm,0,0,NA,8/1/13
1289,1625,264,Scituate,264R3,Residence A-3,1,R3,two family,NA,2,1,1,1,10000,NA,NA,NA,10000,NA,NA,0,NA,NA,1,1,NA,1,NA,NA,999,3,NA,3,3,0,35,NA,30,35,"MXFL_NOTES: 
MX_HT_NOTES: ",2,NA,NA,NA,NA,1000,NA,NA,2,NA,0,NA,NA,NA,NA,9,NA,8,9,NA,1,NA,NA,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/2/2020 1:56pm,0,0,NA,8/1/13
1290,1627,266,Sharon,266GR,General Residence,3,GR,"Business, Single or 2ÊFamily Residence",NA,2,2,2,2,10000,NA,NA,NA,10000,NA,0,NA,NA,NA,1,0,NA,0,5000,NA,NA,2.5,NA,3,2.5,0,35,NA,25,35,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,2,1000,NA,NA,2,NA,1,NA,NA,NA,NA,9,NA,8,9,NA,1,NA,999,NA,NA,NA,NA,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 10:18am,0,0,NA,5/1/13
1291,1628,266,Sharon,266HA,Housing Authority District,2,HA,NA,NA,2,2,2,2,40000,NA,NA,NA,40000,NA,0,NA,NA,NA,1,0,NA,0,NA,0,0,2.5,NA,3,2.5,0,35,NA,25,35,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,NA,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 5:15pm,0,0,NA,5/1/13
1292,1629,266,Sharon,266SUB2,Suburban District 2,1,SUB2,Single Family Residence,NA,0,0,0,0,60000,NA,NA,60000,60000,NA,NA,0,NA,NA,1,1,NA,1,60000,NA,NA,NA,0,3,3,1,35,NA,NA,35,"MXFL_NOTES: 
MX_HT_NOTES: ",1,999,1,NA,1,1000,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,NA,NA,999,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 4:08pm,0,0,NA,5/1/13
1293,1631,266,Sharon,266LI,Light Industrial District,2,LI,NA,NA,0,0,0,0,40000,NA,NA,NA,40000,NA,1,NA,NA,NA,1,1,NA,0,NA,9.99,0,7,NA,8,7,0,80,NA,70,80,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,7,NA,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 5:15pm,0,0,NA,5/1/13
1294,1632,266,Sharon,266P,Professional District,2,P,NA,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,1,"There are two Professional Districts in Sharon. P-B requires 20% maximum lot coverage, while P-A is N/A.Ê This zone might be mislabeled and should be 266P-A.",1,NA,0,0,3,NA,4,3,0,40,NA,30,40,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,3,NA,NA,NA,3,3,0,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,6/1/2020 12:00am,Lily Perkins-High,12/8/2020 5:15pm,0,NA,0,5/1/13
1295,1633,266,Sharon,266R1,Rural District 1,1,R1,Single Family Residence,NA,0,0,0,0,60000,NA,NA,60000,60000,NA,NA,0,NA,NA,1,1,NA,1,60000,NA,NA,NA,0,3,3,1,35,NA,NA,35,"MXFL_NOTES: 
MX_HT_NOTES: ",1,999,1,NA,1,1000,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,NA,NA,999,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 4:08pm,0,0,NA,5/1/13
1296,1634,333,Weston,333BA,Business Districts (A),2,BA,NA,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,1,NA,1,NA,0,0,NA,0,3,3,1,35,NA,NA,35,"MXFL_NOTES: 
MX_HT_NOTES: 35 for lots < 35 acres, 52 >35 acres",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,0.5,NA,NA,NA,3,0.5,0,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,6/1/2019 12:00am,Lily Perkins-High,12/8/2020 5:15pm,0,NA,0,8/1/13
1297,1635,26,Belmont,26McRSD,McLean Residential Subdistrict,1,McRSD,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,1,NA,9.99,999,NA,0,3,3,1,36,NA,NA,36,"MXFL_NOTES: 
MX_HT_NOTES: ",56,999,NA,NA,NA,1000,NA,NA,56,NA,0,NA,999,35,NA,NA,NA,NA,35,NA,1,NA,0,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT:",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 11:54am,0,NA,999,12/1/12
1298,1639,266,Sharon,266R2,Rural District 2,1,R2,Single Family Residence,NA,0,0,0,0,80000,NA,NA,80000,80000,NA,NA,0,NA,NA,1,1,NA,1,80000,NA,NA,NA,0,3,3,1,35,NA,NA,35,"MXFL_NOTES: 
MX_HT_NOTES: ",1,999,1,NA,1,1000,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,NA,NA,999,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 4:08pm,0,0,NA,5/1/13
1299,1640,266,Sharon,266SA,Single Residence District A,1,SA,Single Family Residence,NA,0,0,0,0,40000,NA,NA,40000,40000,NA,NA,0,NA,NA,1,1,NA,1,40000,NA,NA,NA,0,3,3,1,35,NA,NA,35,"MXFL_NOTES: 
MX_HT_NOTES: ",1,999,1,NA,1,1000,NA,NA,1,NA,1,NA,NA,NA,NA,2,NA,1,2,NA,1,NA,999,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 4:08pm,0,0,NA,5/1/13
1300,1641,266,Sharon,266SB,Single Residence District B,1,SB,Single Family Residence,NA,0,0,0,0,20000,NA,NA,20000,20000,NA,NA,0,NA,NA,1,1,NA,1,20000,NA,NA,NA,0,3,3,1,35,NA,NA,35,"MXFL_NOTES: 
MX_HT_NOTES: ",1,999,1,NA,1,1000,NA,NA,1,NA,1,NA,NA,NA,NA,3,NA,2,3,NA,1,NA,999,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 4:08pm,0,0,NA,5/1/13
1301,1851,317,Wellesley,317LA,Limited Apartment,1,LA,"One-family dwelling, uses permitted in Educational A, multi-family containing 20+ units",NA,2,2,2,2,80000,NA,NA,NA,80000,Section 8,0,NA,NA,NA,1,0,NA,0,1800,NA,NA,4,NA,4,4,0,45,NA,40,45,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,44,1000,NA,NA,44,NA,1,NA,NA,NA,NA,24,NA,23,24,NA,1,NA,999,NA,NA,NA,NA,NA,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/2/2020 5:04pm,0,0,NA,10/1/13
1302,1642,266,Sharon,266SUB1,Suburban District 1,1,SUB1,Single Family Residence,NA,0,0,0,0,40000,NA,NA,40000,40000,NA,NA,0,NA,NA,1,1,NA,1,40000,NA,NA,NA,0,3,3,1,35,NA,NA,35,"MXFL_NOTES: 
MX_HT_NOTES: ",1,999,1,NA,1,1000,NA,NA,1,NA,1,NA,NA,NA,NA,2,NA,1,2,NA,1,NA,999,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 4:08pm,0,0,NA,5/1/13
1303,1643,26,Belmont,26GR,General Residence,1,GR,NA,NA,1,1,1,1,5000,NA,NA,3500,5000,NA,NA,0,NA,NA,1,1,NA,1,3500,NA,NA,NA,0,3,3,1,33,NA,NA,33,"MXFL_NOTES: 
MX_HT_NOTES: ",1,999,NA,NA,1,1000,NA,NA,1,NA,0,NA,999,NA,NA,9,NA,8,9,NA,1,NA,0,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 11:54am,0,0,NA,12/1/12
1304,1644,26,Belmont,26LB III,Local Business III,2,LB III,"Commercial, Retail, Restaurant Uses, Office, Motor Vehicle Sales and Servie, Service Stations, Catering",NA,1,1,1,1,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,1,NA,1,NA,0,0,NA,0,2,2,1,28,NA,NA,28,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,1.05,NA,NA,NA,2,1.05,0,"FAR_NOTES:FAR confirmed. 
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 5:15pm,0,NA,0,12/1/12
1305,1645,26,Belmont,26McCSD,McLean Cemetery Subdistrict,4,McCSD,NA,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,1,NA,1,NA,9.99,0,NA,0,NA,NA,NA,NA,0,NA,NA,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"FAR_NOTES:
FAR_XCEPT:",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 5:15pm,NA,NA,999,12/1/12
1306,1646,346,Winthrop,346LM,Light Manufacturing,2,LM,"Business, professional and medical offices",NA,1,1,1,1,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,1,NA,1,NA,NA,NA,NA,999,4,4,1,40,NA,NA,40,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,0,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FAR_ENTRY value from Att. Table. Unknown calculation method.,4,2,1,"FAR_NOTES:
FAR_XCEPT:",NA,NA,Lily Perkins-High,12/11/2020 12:11pm,0,NA,0,NA
1307,1856,317,Wellesley,317B,Business,3,B,"Uses permitted in single Residence, General Residence or Educational District",NA,1,1,1,1,10000,NA,NA,NA,10000,Section 8,0,NA,NA,NA,1,0,NA,0,NA,NA,999,3,NA,4,3,0,45,NA,30,45,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,3,NA,3,NA,1,NA,NA,NA,NA,14,14,13,14,NA,1,0.3,NA,NA,NA,NA,0.3,0,"FAR_NOTES:Housing that meets inclusionary zoning is exempt from FAR
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/8/2020 9:43am,0,0,NA,10/1/13
1308,1648,26,Belmont,26McOSSD,McLean Open Space Subdistrict,4,McOSSD,Open Space,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,1,NA,1,NA,9.99,0,NA,0,NA,NA,NA,NA,0,NA,NA,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 5:15pm,NA,NA,999,12/1/12
1309,1649,26,Belmont,26SRA,Single Residence A,1,SRA,NA,NA,0,0,0,0,25000,NA,NA,NA,25000,NA,NA,0,NA,NA,1,1,NA,1,NA,0,0,NA,0,3,3,1,36,NA,NA,36,"MXFL_NOTES: 
MX_HT_NOTES: ",1,999,1,NA,NA,1000,NA,NA,1,NA,1,NA,999,NA,NA,2,NA,1,2,NA,1,NA,0,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 11:54am,0,0,NA,12/1/12
1310,1650,274,Somerville,274HR,High Rise,3,HR,1 and 2 Family,NA,1,1,1,1,7500,NA,NA,NA,7500,NA,1,NA,NA,NA,1,1,NA,0,1500,LApDU copied from MNLS_NOTE.,NA,3,NA,4,3,0,40,NA,30,40,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,2,NA,5,1000,7.5,NA,2,NA,1,NA,NA,NA,NA,12,44,11,12,NA,1,1,NA,NA,NA,3,1,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,Lily Perkins-High,12/2/2020 5:04pm,0,0,NA,12/1/19
1311,1651,274,Somerville,274MR3,Mid Rise 3 Story,3,MR3,One and two family dwellings,NA,1,1,1,1,10000,NA,NA,NA,10000,NA,1,NA,NA,NA,1,1,NA,0,2250,LApDU copied from MNLS_NOTE.,NA,2.5,NA,3,2.5,0,35,NA,25,35,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,1,NA,4,1000,7.5,NA,1,NA,1,NA,NA,NA,NA,5,33,4,5,NA,1,0.75,NA,NA,NA,2.5,0.75,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,Lily Perkins-High,12/2/2020 5:04pm,0,0,NA,12/1/19
1312,1654,274,Somerville,274MR6,Mid Rise 6 Story,3,MR6,3 Family,NA,1,1,1,1,15000,NA,NA,NA,15000,NA,1,NA,NA,NA,1,1,NA,0,1000,LApDU copied from MNLS_NOTE.,NA,3,NA,4,3,0,40,NA,30,40,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,3,NA,15,1000,30,NA,3,NA,1,NA,NA,NA,NA,9,88,8,9,NA,1,2,NA,NA,NA,3,2,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,Lily Perkins-High,12/2/2020 5:04pm,0,0,NA,12/1/19
1313,1655,274,Somerville,274NR,Neighborhood Residential,1,NR,Multi Family,NA,2,2,2,2,2720,NA,NA,NA,2720,NA,1,NA,NA,NA,1,1,NA,0,1000,LApDU copied from MNLS_NOTE.,NA,3,NA,4,3,0,40,NA,30,40,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,3,NA,2,1000,5.44,NA,3,NA,1,NA,NA,NA,NA,49,88,48,49,NA,1,2,NA,NA,NA,3,NA,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,Lily Perkins-High,12/2/2020 5:04pm,0,0,NA,12/1/19
1314,1666,277,Southborough,277BH,Highway Business,3,BH,"Retail, office, etc.(over 50,000)",NA,1,1,1,1,43560,NA,NA,25000,43560,NA,NA,0,NA,NA,1,1,NA,1,25000,NA,NA,4,NA,4,4,0,45,NA,40,45,"MXFL_NOTES: 
MX_HT_NOTES: ",1,NA,NA,NA,1,1000,26.136,NA,1,NA,0,5,NA,NA,NA,1,27,1,5,NA,0,0.6,NA,NA,NA,4,0.6,0,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/2/2020 1:56pm,0,0,NA,8/1/13
1315,1718,335,Westwood,335SR,Special Residence,1,SR,Two Family Conversion,NA,1,1,1,1,80000,NA,NA,NA,80000,NA,0,NA,NA,NA,1,0,NA,0,NA,NA,999,NA,999,3,3,1,35,NA,NA,35,"MXFL_NOTES: 
MX_HT_NOTES: ",2,NA,NA,NA,NA,1000,NA,NA,2,NA,0,NA,NA,NA,NA,2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,NA,3/3/2020 8:38pm,0,0,NA,8/1/13
1316,1656,26,Belmont,26SRC,Single Residence C,1,SRC,NA,NA,0,0,0,0,9000,NA,NA,NA,9000,NA,NA,0,NA,NA,1,1,NA,1,NA,0,0,NA,0,3,3,1,36,NA,NA,36,"MXFL_NOTES: 
MX_HT_NOTES: ",1,999,1,NA,NA,1000,NA,NA,1,NA,1,NA,999,NA,NA,5,NA,4,5,NA,1,NA,0,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 11:54am,0,0,NA,12/1/12
1317,1657,291,Swampscott,291PDD-Greenwood,Planned Development District - Greenwood,1,PDD-Greenwood,multi family,NA,1,1,1,1,96600,NA,NA,NA,96600,NA,NA,0,NA,NA,1,1,NA,1,NA,NA,999,5.5,NA,6,5.5,0,65,NA,55,65,"MXFL_NOTES: 
MX_HT_NOTES: ",28,NA,NA,NA,NA,1000,NA,NA,28,NA,0,NA,NA,NA,NA,13,NA,12,13,NA,1,NA,NA,NA,NA,5.5,NA,NA,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/2/2020 1:56pm,0,0,NA,8/1/13
1318,1681,277,Southborough,277RB,Residence B,1,RB,Two Family Conversion,NA,1,1,1,1,15000,NA,NA,50000,15000,NA,NA,0,NA,NA,1,1,NA,1,25000,NA,NA,2.5,NA,3,2.5,0,35,NA,25,35,"MXFL_NOTES: 
MX_HT_NOTES: ",2,NA,NA,NA,0,1000,6.75,NA,2,NA,0,NA,NA,NA,NA,6,20,5,6,NA,1,0.45,NA,NA,NA,2.5,NA,0,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/2/2020 1:56pm,0,0,NA,8/1/13
1319,1659,274,Somerville,274ASMD,Assembly Square Mixed Use District,3,ASMD,1 and 2 Family,NA,2,1,1,1,20000,NA,NA,600,20000,NA,NA,999,NA,NA,1,1,NA,1,300,NA,NA,3,NA,3,3,0,30,NA,30,30,"MXFL_NOTES: 
MX_HT_NOTES: ",2,NA,NA,NA,66,1000,200,NA,2,NA,0,NA,NA,NA,NA,5,436,4,5,NA,1,10,NA,NA,NA,3,10,0,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/2/2020 4:24pm,0,0,NA,12/1/19
1320,1660,274,Somerville,274CC5,Core Commercial 5 Story,2,CC5,"Office, Retail, Restaurant, Residential, Hotel, Institutional, Educational, Recreational, Light Industrial",NA,0,0,0,0,1500,NA,NA,NA,1500,NA,1,NA,NA,NA,1,1,NA,0,450,LApDU copied from MNLS_NOTE.,NA,8,NA,8,8,0,85,NA,80,85,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,3,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,1,"FAR_NOTES:
FAR_XCEPT:",NA,NA,Lily Perkins-High,12/11/2020 10:45am,0,0,NA,12/1/19
1321,1689,298,Topsfield,298BV,Business District Village,3,BV,Two Family,298BV,1,1,1,1,20000,NA,NA,20000,20000,NA,0,NA,NA,NA,1,0,NA,0,10000,NA,NA,2.5,NA,3,2.5,0,35,NA,25,35,"MXFL_NOTES: 
MX_HT_NOTES: ",2,NA,NA,NA,2,1000,NA,NA,2,NA,0,4,NA,NA,NA,5,NA,4,4,NA,0,NA,999,NA,NA,NA,NA,1,"FAR_NOTES:
FAR_XCEPT: ",James Armstrong,12/3/2019 12:00am,Lily Perkins-High,12/8/2020 10:18am,0,0,NA,9/1/19
1322,1661,274,Somerville,274CB,Commercial Business,2,CB,"Office, Retail, Restaurant, Residential, Hotel, Institutional, Educational, Recreational, Light Industrial",NA,0,0,0,0,10000,NA,NA,NA,10000,NA,1,NA,NA,NA,1,1,NA,0,450,LApDU copied from MNLS_NOTE.,NA,5,NA,5,5,0,55,NA,50,55,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,22,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,"FAR_NOTES:
FAR_XCEPT:",NA,NA,Lily Perkins-High,12/11/2020 10:45am,0,0,NA,12/1/19
1323,1662,274,Somerville,274CC3,Core Commercial 3 Story,2,CC3,"Office, Retail, Restaurant, Residential, Hotel, Institutional, Educational, Recreational, Light Industrial",NA,0,0,0,0,7500,NA,NA,NA,7500,NA,1,NA,NA,NA,1,1,NA,0,600,LApDU copied from MNLS_NOTE.,NA,5,NA,5,5,0,55,NA,50,55,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,12,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,"FAR_NOTES:
FAR_XCEPT:",NA,NA,Lily Perkins-High,12/11/2020 10:45am,0,0,NA,12/1/19
